"id","evento","relatore","ordine","data_relazione","titolo_it","titolo_en","descrizione_it","descrizione_en","code_video","path_video","path_mini","tipo","disciplina"
10959,692,3981,24,2019-09-27 00:00:00.000,Round Table: Data analysis and simulation in Biomedicine - discussione,Round Table: Data analysis and simulation in Biomedicine - discussion,"","","364739033","364739033",https://i.vimeocdn.com/video/820248423_420x240.jpg,VS,34
10960,690,3948,17,2019-10-10 00:00:00.000,SESSION II - TUMOR BIOLOGY AND HOST INTERACTION,SESSION II - TUMOR BIOLOGY AND HOST INTERACTION,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10961,690,3951,25,2019-10-10 00:00:00.000,SESSION III - DECISIONAL CONUNDRUMS AND PSYCHOLOGICAL ASPECTS OF CANCER DURING PREGNANCY,SESSION III - DECISIONAL CONUNDRUMS AND PSYCHOLOGICAL ASPECTS OF CANCER DURING PREGNANCY,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10962,690,3947,40,2019-10-10 00:00:00.000,SESSION IV - OVERVIEW ON MANAGING CANCER IN PREGNANCY,SESSION IV - OVERVIEW ON MANAGING CANCER IN PREGNANCY,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10963,690,3956,3,2019-10-11 00:00:00.000,SESSION V - SPECIFIC CONSIDERATION IN MANAGING CANCERS IN PREGNANCY,SESSION V - SPECIFIC CONSIDERATION IN MANAGING CANCERS IN PREGNANCY,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10964,690,3948,14,2019-10-11 00:00:00.000,SESSION VI - MANAGEMENT OF ANTICANCER THERAPY DURING PREGNANCY,SESSION VI - MANAGEMENT OF ANTICANCER THERAPY DURING PREGNANCY,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10965,690,3963,26,2019-10-11 00:00:00.000,SESSION VII - FROM FETAL GROWTH TO INFANT DEVELOPMENT,SESSION VII - FROM FETAL GROWTH TO INFANT DEVELOPMENT,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10966,690,3942,35,2019-10-11 00:00:00.000,SESSION VIII - CASE DISCUSSION AND BEST POSTER PRESENTATION,SESSION VIII - CASE DISCUSSION AND BEST POSTER PRESENTATION,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
10997,692,3260,25,2019-09-27 00:00:00.000,Round Table: Data analysis and simulation in Biomedicine,Round Table: Data analysis and simulation in Biomedicine,"","","364740059","364740059",https://i.vimeocdn.com/video/820249711_420x240.jpg,VS,34
10998,692,3260,26,2019-09-27 00:00:00.000,Round Table: Data analysis and simulation in Biomedicine - discussione,Round Table: Data analysis and simulation in Biomedicine - discussion,"","","364740405","364740405",https://i.vimeocdn.com/video/820250087_420x240.jpg,VS,34
10999,692,3982,27,2019-09-27 00:00:00.000,Inflammation and metabolic disease,Inflammation and metabolic disease,"","","364741004","364741004",https://i.vimeocdn.com/video/820250804_420x240.jpg,VS,34
11000,692,3982,28,2019-09-27 00:00:00.000,Inflammation and metabolic disease - discussione,Inflammation and metabolic disease - discussion,"","","364743121","364743121",https://i.vimeocdn.com/video/820253376_420x240.jpg,VS,34
11001,692,3989,9,2019-09-26 00:00:00.000,CAR T Cell,CAR T Cell,"","","364745830","364745830",https://i.vimeocdn.com/video/820256706_420x240.jpg,VS,34
11002,692,3983,29,2019-09-27 00:00:00.000,The IL-1 family,The IL-1 family,"","","364748837","364748837",https://i.vimeocdn.com/video/820260637_420x240.jpg,VS,34
11003,692,3983,30,2019-09-27 00:00:00.000,The IL-1 family - discussione,The IL-1 family - discussion,"","","364748863","364748863",https://i.vimeocdn.com/video/820260663_420x240.jpg,VS,34
11012,692,623,32,2019-09-27 00:00:00.000,Macrophages as orchestrators of homeostasis and inflammation - discussione,Macrophages as orchestrators of homeostasis and inflammation - discussion,"","","364760174","364760174",https://i.vimeocdn.com/video/820275714_420x240.jpg,VS,34
11013,692,3984,33,2019-09-27 00:00:00.000,Resolution of inflammation,Resolution of inflammation,"","","364764296","364764296",https://i.vimeocdn.com/video/820281160_420x240.jpg,VS,34
11014,692,3984,34,2019-09-27 00:00:00.000,Resolution of inflammation - discussione,Resolution of inflammation - discussion,"","","364764799","364764799",https://i.vimeocdn.com/video/820281817_420x240.jpg,VS,34
11015,692,3985,35,2019-09-27 00:00:00.000,Keynote Lecture: Agong and Organ Regeneration,Keynote Lecture: Agong and Organ Regeneration,"","","364765939","364765939",https://i.vimeocdn.com/video/820283149_420x240.jpg,VS,34
11016,692,3985,36,2019-09-27 00:00:00.000,Keynote Lecture: Agong and Organ Regeneration - discussione,Keynote Lecture: Agong and Organ Regeneration - discussion,"","","364766909","364766909",https://i.vimeocdn.com/video/820284383_420x240.jpg,VS,34
11017,692,3986,37,2019-09-27 00:00:00.000,Inflammation and cancer,Inflammation and cancer,"","","364768361","364768361",https://i.vimeocdn.com/video/820286145_420x240.jpg,VS,34
11018,692,3986,38,2019-09-27 00:00:00.000,Inflammation and cancer - discussion,Inflammation and cancer - discussion,"","","364768460","364768460",https://i.vimeocdn.com/video/820286269_420x240.jpg,VS,34
11020,692,3987,39,2019-09-27 00:00:00.000,Inflammation and the nervous system,Inflammation and the nervous system,"","","364798247","364798247",https://i.vimeocdn.com/video/820326037_420x240.jpg,VS,34
11021,692,3987,40,2019-09-27 00:00:00.000,Inflammation and the nervous system - discussione,Inflammation and the nervous system - discussion,"","","364798534","364798534",https://i.vimeocdn.com/video/820326368_420x240.jpg,VS,34
11022,692,802,41,2019-09-27 00:00:00.000,Inflammation and rheumatoid arthritis,Inflammation and rheumatoid arthritis,"","","364800883","364800883",https://i.vimeocdn.com/video/820329568_420x240.jpg,VS,34
11023,692,802,42,2019-09-27 00:00:00.000,Inflammation and rheumatoid arthritis - discussione,Inflammation and rheumatoid arthritis - discussion,"","","364801439","364801439",https://i.vimeocdn.com/video/820330203_420x240.jpg,VS,34
11024,692,3988,43,2019-09-27 00:00:00.000,Autoinflammatory diseases,Autoinflammatory diseases,"","","364803311","364803311",https://i.vimeocdn.com/video/820332890_420x240.jpg,VS,34
11025,692,3988,44,2019-09-27 00:00:00.000,Autoinflammatory diseases - discussione,Autoinflammatory diseases - discussione,"","","364804063","364804063",https://i.vimeocdn.com/video/820333797_420x240.jpg,VS,34
11026,692,"",45,2019-09-27 00:00:00.000,Conclusions,Conclusions,"","","364804152","364804152",https://i.vimeocdn.com/video/820333982_420x240.jpg,VS,34
11027,705,300,1,2019-11-25 00:00:00.000,"Linee guida, salute digitale e mondo reale","Linee guida, salute digitale e mondo reale","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11028,705,302,3,2019-11-25 00:00:00.000,Iperomocisteinemia grave e rischio cardiovascolare: nuove acquisizioni,Iperomocisteinemia grave e rischio cardiovascolare: nuove acquisizioni,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11029,705,20,6,2019-11-25 00:00:00.000,Il ruolo del laboratorio nel trattamento antitrombotico,Il ruolo del laboratorio nel trattamento antitrombotico,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11030,705,4003,7,2019-11-26 00:00:00.000,La scelta dei metodi di valutazione dell’attività del fattore von Willebrand nella pratica clinica,La scelta dei metodi di valutazione dell’attività del fattore von Willebrand nella pratica clinica,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11031,705,659,9,2019-11-25 00:00:00.000,Acido urico e rischio cardiovascolare,Acido urico e rischio cardiovascolare,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11032,705,"",11,2019-11-25 00:00:00.000,Discussione generale,Discussione generale,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11033,705,4097,14,2019-11-25 00:00:00.000,Meccanismi patogenetici dell’APS,Meccanismi patogenetici dell’APS,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11034,705,4005,16,2019-11-25 00:00:00.000,APS vascolare e catastrofica,APS vascolare e catastrofica,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11035,705,4002,19,2019-11-25 00:00:00.000,APS e gravidanza,APS e gravidanza,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11036,705,1116,21,2019-11-25 00:00:00.000,Diagnosi di laboratorio,Diagnosi di laboratorio,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11037,705,"",23,2019-11-25 00:00:00.000,Discussione generale,Discussione generale,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11038,705,660,2,2019-11-26 00:00:00.000,“Biobanking”: un nuovo strumento per la ricerca di popolazione e di patologia,“Biobanking”: un nuovo strumento per la ricerca di popolazione e di patologia,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11039,705,632,4,2019-11-26 00:00:00.000,Nuovi dati globali ed Europei sul rischio di mortalità e morbidità cardiovascolare da inquinamento ambientale,Nuovi dati globali ed Europei sul rischio di mortalità e morbidità cardiovascolare da inquinamento ambientale,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11040,705,1329,5,2019-11-26 00:00:00.000,Lipoproteina (a): dalla dislipidemia alla trombosi,Lipoproteina (a): dalla dislipidemia alla trombosi,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11041,705,1329,8,2019-11-26 00:00:00.000,Piastrinopenia da eparina (HIT): stato dell’arte e novità,Piastrinopenia da eparina (HIT): stato dell’arte e novità,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11042,705,807,10,2019-11-26 00:00:00.000,Le trombosi immunomediate: non solo Behcet!,Le trombosi immunomediate: non solo Behcet!,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11043,705,4009,12,2019-11-26 00:00:00.000,Obesità e ipercoagulabilità plasmatica,Obesità e ipercoagulabilità plasmatica,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11044,705,"",13,2019-11-26 00:00:00.000,Discussione generale,Discussione generale,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11045,705,656,15,2019-11-26 00:00:00.000,Stili e aspettative di vita,Stili e aspettative di vita,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11046,705,4007,17,2019-11-26 00:00:00.000,Dallo studio del RNA e della sua metilazione: nuovi marcatori del rischio di malattie croniche degenerative,Dallo studio del RNA e della sua metilazione: nuovi marcatori del rischio di malattie croniche degenerative,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11047,705,1332,18,2019-11-26 00:00:00.000,“Procoagulant Thrombin Generation Profile”: alla ricerca di nuovi bio-marcatori nella coorte Moli-sani,“Procoagulant Thrombin Generation Profile”: alla ricerca di nuovi bio-marcatori nella coorte Moli-sani,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11048,705,4006,20,2019-11-26 00:00:00.000,Piastrine e depressione: una nuova interazione? ,Piastrine e depressione: una nuova interazione? ,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11049,705,"",22,2019-11-26 00:00:00.000,Discussione generale,Discussione generale,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11050,705,"",24,2019-11-26 00:00:00.000,Closing remarks,Closing remarks,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11051,704,2413,41,2019-11-21 00:00:00.000,Introduction to Workshop I,Introduction to Workshop I,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11064,704,2435,86,2019-11-21 00:00:00.000,"3D Echo in Clinical Practice - Cases to show how it makes a difference","3D Echo in Clinical Practice - Cases to show how it makes a difference","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11070,704,29,33,2019-11-22 00:00:00.000,Puzzling Questions about Echo that You Want Answers from Experts,Puzzling Questions about Echo that You Want Answers from Experts,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11071,704,3999,34,2019-11-22 00:00:00.000,Focus Echo 2.0 & AI Echo,Focus Echo 2.0 & AI Echo,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,""
11075,704,29,5,2019-11-23 00:00:00.000,Live Demonstration (I) of Interesting Transthoracic Echo Cases: Stepwise approach guided by experts,Live Demonstration (I) of Interesting Transthoracic Echo Cases: Stepwise approach guided by experts,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11076,704,29,24,2019-11-23 00:00:00.000,Live Demonstration (II) of Challenging Transthoracic Echo Cases: How do experts make diagnosis & assessment,Live Demonstration (II) of Challenging Transthoracic Echo Cases: How do experts make diagnosis & assessment,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11077,704,2436,42,2019-11-23 00:00:00.000,"12th Echo Hong Kong Opening Ceremony - Guest of Honour: Prof Sophia Siu-Chee Chan, JP Secretary for Food & Health, Food & Health Bureau, The Government of the HKSAR","12th Echo Hong Kong Opening Ceremony - Guest of Honour: Prof Sophia Siu-Chee Chan, JP Secretary for Food & Health, Food & Health Bureau, The Government of the HKSAR","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11084,704,29,62,2019-11-23 00:00:00.000,"Computer Learning Laboratory I:  Applications for Structural Heart Disease – Measurements for TAVR, TMVR, Mitra Clip, Appendage Occluder","Computer Learning Laboratory I:  Applications for Structural Heart Disease – Measurements for TAVR, TMVR, Mitra Clip, Appendage Occluder","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11085,704,4106,18,2019-11-24 00:00:00.000,Valvular Heart Disease: The Masters' Advice,Valvular Heart Disease: The Masters' Advice,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,2
11089,704,29,77,2019-11-23 00:00:00.000,"Computer Learning Laboratory II:  Advanced Imaging – 3D, Crop, Slice, Dice","Computer Learning Laboratory II:  Advanced Imaging – 3D, Crop, Slice, Dice","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11094,704,2435,22,2019-11-24 00:00:00.000,"Chronic Severe Mitral Regurgitation –When to operate? Role of Clip, TMVR? Dialogue with the surgeon","Chronic Severe Mitral Regurgitation –When to operate? Role of Clip, TMVR? Dialogue with the surgeon","","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11099,704,2413,30,2019-11-24 00:00:00.000,Challenging Scenarios in Daily Practice,Challenging Scenarios in Daily Practice,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11110,704,2413,69,2019-11-24 00:00:00.000,International Interesting / Challenging Clinical Case Competition,International Interesting / Challenging Clinical Case Competition,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,VS,2
11112,700,"",1,2019-10-02 00:00:00.000,Video Presentazione HPB Surgery: Udine Meets The Experts,Video Presentation HPB Surgery: Udine Meets The Experts,"","",Pq3Qy_bNkJU,Pq3Qy_bNkJU,https://i1.ytimg.com/vi/Pq3Qy_bNkJU/maxresdefault.jpg,VP,""
11113,700,"",7,2019-10-02 00:00:00.000,I ORGAN PROCUREMENT AND TRANSPLANTATION: TWO PERSPECTIVES ON ORGAN DONATION,I ORGAN PROCUREMENT AND TRANSPLANTATION: TWO PERSPECTIVES ON ORGAN DONATION,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11114,700,"",26,2019-10-02 00:00:00.000,II EXPANDING DONOR POOL: THE NEW PERSPECTIVES OF ORGAN PROCUREMENT,II EXPANDING DONOR POOL: THE NEW PERSPECTIVES OF ORGAN PROCUREMENT,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11115,700,"",41,2019-10-02 00:00:00.000,III IMPROVING LIVES THROUGH ORGAN AND TISSUE DONATION,III IMPROVING LIVES THROUGH ORGAN AND TISSUE DONATION,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11116,700,"",51,2019-10-02 00:00:00.000,IV HOW WE PROMOTE ORGAN AND TISSUE DONATION IN REGIONE FRIULI VENEZIA GIULIA,IV HOW WE PROMOTE ORGAN AND TISSUE DONATION IN REGIONE FRIULI VENEZIA GIULIA,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11124,700,"",1,2019-10-02 00:00:00.000,SESSION I - SURGICAL INNOVATIONS,SESSION I - SURGICAL INNOVATIONS,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11125,700,"",2,2019-10-03 00:00:00.000,SESSION I - LIVER ONCOLOGY,SESSION I - LIVER ONCOLOGY,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11126,700,"",32,2019-10-03 00:00:00.000,SESSION II - TECHNICAL INNOVATION IN LIVER TRANSPLANTATION,SESSION II - TECHNICAL INNOVATION IN LIVER TRANSPLANTATION,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11127,700,"",77,2019-10-02 00:00:00.000,SESSION II - NEW CHALLENGES,SESSION II - NEW CHALLENGES,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11128,700,"",3,2019-10-04 00:00:00.000,SESSION I - HOT TOPICS IN ADENOCARCINOMA OF THE RECTUM,SESSION I - HOT TOPICS IN ADENOCARCINOMA OF THE RECTUM,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11129,700,"",27,2019-10-04 00:00:00.000,SESSION II - HOT TOPICS IN ADENOCARCINOMA OF THE COLON,SESSION II - HOT TOPICS IN ADENOCARCINOMA OF THE COLON,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11130,700,"",46,2019-10-04 00:00:00.000,SESSION III - THE WAR OF THE WORLDS: BACTERIA,SESSION III - THE WAR OF THE WORLDS: BACTERIA,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11131,700,"",53,2019-10-03 00:00:00.000,LUNCH SESSION IMMUNOSUPPRESSION & TRANSPLANT: THE POINT OF VIEW OF THE CLINICAL PHARMACOLOGIST,LUNCH SESSION IMMUNOSUPPRESSION & TRANSPLANT: THE POINT OF VIEW OF THE CLINICAL PHARMACOLOGIST,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11132,700,"",57,2019-10-03 00:00:00.000,SESSION III - TRANSPLANTATION IN MIDDLE EAST COUNTRIES,SESSION III - TRANSPLANTATION IN MIDDLE EAST COUNTRIES,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11133,700,"",65,2019-10-03 00:00:00.000,SESSION IV - AWARD SOCIETÀ TRIVENETA DI CHIRURGIA UNDER40 SELECTED ORAL PRESENTATIONS BY UNDER40,SESSION IV - AWARD SOCIETÀ TRIVENETA DI CHIRURGIA UNDER40 SELECTED ORAL PRESENTATIONS BY UNDER40,"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11134,700,"",52,2019-10-02 00:00:00.000,"Educating Young People About Organ Donation, Round Table with Volunteer Associations, ACTI, ANED, ADO, AIDO, AITF, ATF, Planned speeches","Educating Young People About Organ Donation, Round Table with Volunteer Associations, ACTI, ANED, ADO, AIDO, AITF, ATF, Planned speeches","","","369889169","369889169",https://i.vimeocdn.com/video/826960448.jpg,VS,""
11135,700,"",58,2019-10-04 00:00:00.000,SESSION IV - COLORECTAL LIVER METASTASES (CRLM),SESSION IV - COLORECTAL LIVER METASTASES (CRLM),"","","","",/portals/19/Skins/Fondazione/images/no_cover.png,SS,""
11239,700,2284,1,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - J. Lerut,HPB SURGERY: UDINE MEETS THE EXPERTS - J. Lerut,"","",akyZlJYBVdg,akyZlJYBVdg,https://i1.ytimg.com/vi/akyZlJYBVdg/maxresdefault.jpg,VI,""
11240,700,721,2,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - M. Malagò,HPB SURGERY: UDINE MEETS THE EXPERTS - M. Malagò,"","",-VqRKJoANaw,-VqRKJoANaw,https://i1.ytimg.com/vi/-VqRKJoANaw/maxresdefault.jpg,VI,""
11241,700,4045,3,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - F. Dal Moro,HPB SURGERY: UDINE MEETS THE EXPERTS - F. Dal Moro,"","",JI83Ph08mAQ,JI83Ph08mAQ,https://i1.ytimg.com/vi/JI83Ph08mAQ/maxresdefault.jpg,VI,""
11242,700,4036,4,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - C. Miller,HPB SURGERY: UDINE MEETS THE EXPERTS - C. Miller,"","",AGtY7Ri8vGU,AGtY7Ri8vGU,https://i1.ytimg.com/vi/AGtY7Ri8vGU/maxresdefault.jpg,VI,""
11243,700,4034,5,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - N. Heaton,HPB SURGERY: UDINE MEETS THE EXPERTS - N. Heaton,"","",qw--EbpQ1To,qw--EbpQ1To,https://i1.ytimg.com/vi/qw--EbpQ1To/maxresdefault.jpg,VI,""
11244,700,680,6,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - A. Risaliti,HPB SURGERY: UDINE MEETS THE EXPERTS - A. Risaliti,"","",vEEJCoiqcHo,vEEJCoiqcHo,https://i1.ytimg.com/vi/vEEJCoiqcHo/maxresdefault.jpg,VI,""
11245,700,4026,7,2019-10-02 00:00:00.000,HPB SURGERY: UDINE MEETS THE EXPERTS - H. Rehman,HPB SURGERY: UDINE MEETS THE EXPERTS - H. Rehman,"","",sK_TWaGiKVE,sK_TWaGiKVE,https://i1.ytimg.com/vi/sK_TWaGiKVE/maxresdefault.jpg,VI,""
11252,691,25,1,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - A.J. Manolis","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - A.J. Manolis","","",tXhVumvTu_0,tXhVumvTu_0,https://i1.ytimg.com/vi/tXhVumvTu_0/maxresdefault.jpg,VI,""
11253,691,93,2,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - G. Rosano","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - G. Rosano","","",vcqh_scO8Ak,vcqh_scO8Ak,https://i1.ytimg.com/vi/vcqh_scO8Ak/maxresdefault.jpg,VI,""
11254,691,1542,3,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - L. Poulimemos","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - L. Poulimemos","","",kmoStOGhEqE,kmoStOGhEqE,https://i1.ytimg.com/vi/kmoStOGhEqE/maxresdefault.jpg,VI,""
11255,700,2294,4,2019-10-03 00:00:00.000,LECTURE: Changing Scenarios in Liver Surgery,LECTURE: Changing Scenarios in Liver Surgery,"","","366875818","366875818",https://i.vimeocdn.com/video/823061893_420x240.jpg,VS,""
11256,700,4045,5,2019-10-04 00:00:00.000,LECTURE: Urological Involvements in Rectal Surgery,LECTURE: Urological Involvements in Rectal Surgery,"","","366879064","366879064",https://i.vimeocdn.com/video/823067652_420x240.jpg,VS,""
11258,700,4017,9,2019-10-02 00:00:00.000,The Spanish Model,The Spanish Model,"","","366881367","366881367",https://i.vimeocdn.com/video/823071508_420x240.jpg,VS,""
11259,700,4018,10,2019-10-02 00:00:00.000,The Catalan Model,The Catalan Model,"","","366883105","366883105",https://i.vimeocdn.com/video/823073623_420x240.jpg,VS,""
11260,700,4019,12,2019-10-02 00:00:00.000,FVG regional OPO model,FVG regional OPO model,"","","366884241","366884241",https://i.vimeocdn.com/video/823074935_420x240.jpg,VS,""
11261,700,3183,11,2019-10-02 00:00:00.000,The Italian Model,The Italian Model,"","","366884960","366884960",https://i.vimeocdn.com/video/823075872_420x240.jpg,VS,""
11262,700,2278,14,2019-10-03 00:00:00.000,HCC & CCA: Laparoscopic Resection,HCC & CCA: Laparoscopic Resection,"","","366929009","366929009",https://i.vimeocdn.com/video/823133309_420x240.jpg,VS,""
11263,700,4046,15,2019-10-04 00:00:00.000,Safety of local treatment: When,Safety of local treatment: When,"","","366929215","366929215",https://i.vimeocdn.com/video/823133593_420x240.jpg,VS,""
11264,700,4032,16,2019-10-03 00:00:00.000,HCC & CCA: Open Resection,HCC & CCA: Open Resection,"","","366930525","366930525",https://i.vimeocdn.com/video/823135174.jpg,VS,""
11265,700,4033,17,2019-10-03 00:00:00.000,HCC & CCA: Resect or Transplant,HCC & CCA: Resect or Transplant,"","","366930651","366930651",https://i.vimeocdn.com/video/823135331_420x240.jpg,VS,""
11266,700,4047,18,2019-10-04 00:00:00.000,Safety of Open and Laparoscopic Anterior Resection,Safety of Open and Laparoscopic Anterior Resection,"","","366931182","366931182",https://i.vimeocdn.com/video/823136179_420x240.jpg,VS,""
11267,700,4048,20,2019-10-04 00:00:00.000,TATME,TATME,"","","366931850","366931850",https://i.vimeocdn.com/video/823137215_420x240.jpg,VS,""
11268,700,4049,21,2019-10-04 00:00:00.000,Is There Still Space for Miles?,Is There Still Space for Miles?,"","","366937457","366937457",https://i.vimeocdn.com/video/823138870_420x240.jpg,VS,""
11270,700,4034,23,2019-10-03 00:00:00.000,LECTURE: DCD and Machine Perfusion in UK,LECTURE: DCD and Machine Perfusion in UK,"","","366939337","366939337",https://i.vimeocdn.com/video/823140954_420x240.jpg,VS,""
11271,700,4020,28,2019-10-02 00:00:00.000,"Organ Donation After ""Cardiac Death"" in Italy","Organ Donation After ""Cardiac Death"" in Italy","","","366944836","366944836",https://i.vimeocdn.com/video/823154350_420x240.jpg,VS,""
11272,700,4050,25,2019-10-04 00:00:00.000,"Anastomotic Fistulas: Prevention Before, During and After","Anastomotic Fistulas: Prevention Before, During and After","","","366945156","366945156",https://i.vimeocdn.com/video/823154857_420x240.jpg,VS,""
11273,700,4018,30,2019-10-02 00:00:00.000,Organ Donation After “Cardiac Death” In Cataluna,Organ Donation After “Cardiac Death” In Cataluna,"","","366949223","366949223",https://i.vimeocdn.com/video/823159990_420x240.jpg,VS,""
11274,691,1582,4,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - P. Collins","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - P. Collins","","",riJ75Pus0Jw,riJ75Pus0Jw,https://i1.ytimg.com/vi/riJ75Pus0Jw/maxresdefault.jpg,VI,""
11275,691,3835,5,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - D. Lovic","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - D. Lovic","","",ZP-WCDLkIpM,ZP-WCDLkIpM,https://i1.ytimg.com/vi/ZP-WCDLkIpM/maxresdefault.jpg,VI,""
11276,691,725,6,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - P. Lopez Jaramillo","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - P. Lopez Jaramillo","","","1LEEbUcR6IM","1LEEbUcR6IM",https://i1.ytimg.com/vi/1LEEbUcR6IM/maxresdefault.jpg,VI,""
11277,691,3966,7,2019-09-27 00:00:00.000,"2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - A. Papakonstantinou","2019 Esc Guidelines on the Management of Chronic Coronary Syndromes - A. Papakonstantinou","","",c93LJBz043s,c93LJBz043s,https://i1.ytimg.com/vi/c93LJBz043s/maxresdefault.jpg,VI,""
11278,700,4017,29,2019-10-02 00:00:00.000,Organ Donation After “Cardiac Death” in Spain,Organ Donation After “Cardiac Death” in Spain,"","","366950918","366950918",https://i.vimeocdn.com/video/823162040_420x240.jpg,VS,""
11279,700,4022,8,2019-10-02 00:00:00.000,Opening and Intro,Opening and Intro,"","","367019988","367019988",https://i.vimeocdn.com/video/823246524_420x240.jpg,VS,""
