"id_relatore","name","surname","company","role","photo","curriculum"
"4191","Lazar","Isaac","","","45701","Isaac Lazar, M.D.Isaac Lazar M.D. is the director of the Pediatric Intensive care Unit, at Soroka university medical center, and a Lecturer at the faculty of Health Sciences, Ben Gurion University of the Negev, Beer Sheva, Israel. Dr. Lazar received his M.D. degree from the faculty of health sciences of Ben Gurion University of the Negev, Beer Sheva, Israel in 1994. He further completed his pediatric residency at Rambam Medical Center, The Technion, Haifa, Israel. Between 2001-2004 he did his Postdoctoral Fellowship in the field of Pediatric Critical Care, at the department of critical care and applied physiology at Yale University, New Haven, CT. After his graduation, Dr. Lazar remained as a senior physician at the pediatric intensive care and faculty at Yale University School of Medicine, New Haven, CT. Since 2007, Dr. Lazar works at the Soroka university medical center as a senior physician in the Pediatric ICU and since 2013 he serves as the Pediatric ICU director. Dr. Lazar as an academic clinician and scientist is deeply involved in pediatric ICU work, running a state of the art busy ICU in the only tertiary hospital in southern Israel. The PICU cares for over 400,000 children of diverse population who lives in a desert which covers 2/3 of the country's geographical area. This creates a big clinical challenge but also a large field for medical research. During his carrier, Dr. Lazar was and is deeply involved in basic, translational and clinical research as a member at the Faculty of Health Sciences at Ben Gurion University. Dr. Lazar recent major interest and funded research projects: • Prospective study of central venous catheter and arterial catheter-related complications in patients admitted to the Pediatric Intensive Care Unit. 50000 IS, Clalit Health Services. PI (2009) • Effect of structured informative interaction with the parents of children admitted to the pediatric intensive care unit, on the parent's anxiety. 50000 IS, Clalit Health Services (2010) • PROSAFE - promote patient safety and quality improvement in critical care. Israel country coordinator. • CREACTIVE - Prospective longitudinal data collection and Comparative Effectiveness Research (CER) for traumatic brain injury (TBI). 5 years. 5.600.000 Euro. European Council FP 7. Israel country PI (700,000 Eros) (2013-2019) • Synaps TBI - The role of synapsin autoantibodies in pathogenesis of long term disability of patients after traumatic brain injury. Two years, 200,000 IS. Israel Ministry of Health Chief Scientist PI. (2019) • Electrointubation: Electrical Muscle Relaxation for Intubation (EMRI) – a novel and safe way to perform tracheal intubation. 5 years, 1,800,000 IS. Israel Ministry of Science Chief Scientist (2019) • Medical Cybersecurity and medical data machine learning."
"4192","Manara","Ornella","","","45703","ASST Ospedale Papa Giovanni XXIII Bergamo, Italy"
"4193","Moscatelli","Andrea","","","45704","Andrea Moscatelli. MD Boarded in Anesthesia and Critical Care and Pediatrics Director Neonatal and Pediatric ICU Director ECMO program and Critical Care and ECMO transport Giannina Gaslini Children's Hospital Genova - Italy ▪ Neonatal and Pediatric Intensive Care Unit - Tertiary Care Children’s Hospital ▪ 22 beds - 800 admissions/year ▪ Neonatal Intensive Care: prematurity, medical and surgical pathology ▪ Pediatric Intensive Care: 0 to 16 years, up to adult patients with congenital pathologies Field of interest: ▪ Neurosurgery - Neurointensive Care (advanced neurologic integrated monitoring) ▪ Cardiac surgery - Cardiovascular intensive care ▪ General and orthopedic surgery ▪ Nephrology (CRRT, blood purification techniques) ▪ Hematology-Oncology, Immunology, Rheumatology ▪ Infectious diseases ▪ Tracheal Team ▪ ECMO Program ▪ Trauma Team ▪ Rapid Response Team for intra hospital emergencies and blue codes in Emergency Dept. ▪ Critical Care Transport Service (ECMO and international retrievals)"
"4194","Nacoti","Mirco","","","45706","Pediatric Anesthesia and Intensive Care staff physician, Papa Giovanni XXII Hospital, Bergamo, Italy EDUCATION 1997 Diploma of Medicine, Milan University, Italy 1998 Italian Medical Licensure 2001 Anesthesia and Intensive Care Diploma, Milan University, Italy 2002 International Health and Tropical Medicine Diploma, Brescia University, Italy 2003 Applied statistics to biomedicine research Diploma Mario Negri Institute, Villa Camozzi, Ranica (BG) 2010 Bioethics Diploma, Milan University, Italy 2012 Fellowship training in perioperative cardiovascular disease and transesophageal echocardiography, McGill University, Montreal, Canada Diploma of Special Competence in Advanced Perioperative Transesophageal Echocardiography, National Board of Echocardiography, USA 2015 Systematic review and meta-analysis Cochrane Diploma, Modena University, Italy OTHER EXPERIENCES 2004-2010 Occasional Medecins sans Frontieres field staff 2000-on going Member of Sguazzi ONLUS, Bergamo PUBLICATIONS 22 Medical scientific publications indexed in PubMed (h-index 8, g-index 20) 2005 Un giorno come tanti, Edizioni dell’Arco 2005 2008 Non tornerò con il dubbio e con il vuoto. Il pensiero scientifico editore 2018 OPEN ABDOMEN. A comprehensive practical manual, Springer"
"4195","Piatelli","Gianluca","","","45707","Laurea in Medicina e Chirurgia presso l’Università di Genova , Marzo 1987 (Relatore Prof Vittorio Davini) Abilitazione all’esercizio professionale presso Università di Genova , Aprile 1987 Iscritto all’Ordine dei Medici di La Spezia dal 1/6/1987 Diploma di Specializzazione in Neurochirurgia presso l’Università di Genova nel luglio 1992 (Relatore Prof Giuseppe Viale) Vincitore di Borsa di studio Ministeriale per la Neurochirurgia ,per tutta la durata della Scuola di Specializzazione Dal 1/11/1990 Incarico a Tempo determinato in qualità di Neurochirurgo , reparto di Neurochirurgia pediatrica (Direttore : Dr Luciano Andreussi) IRCCS Gaslini di Genova Dal 1/12/1991 ad oggi Neurochirurgo a tempo indeterminato presso L’IRCCS Gaslini di Genova Esperienze professionali all’estero: Visiting Professor presso il Children’s Hospital di Boston ,Harvard Medical School e L’Hopital Neckers Enfants malads di Parigi dove ha affinato le tecniche di trattamento chirurgico dell’epilessia e delle patologie craniostenotiche, Children’s Hospital di Zurigo per il trattamento intrauterino della spina bifida. Dal 1/11/1999 al 31/10/2000 è stato assunto , senza sospendere il ruolo presso L’IRCCS Gaslini, in qualità di Assistente Straniero , presso la Clinica Neurochirurgica dell’Università di Lille (Direttore : Prof Patrick Dehllemmes) partecipando in qualità di primo operatore a tutta l’attività chirurgica , guardia specialistica e in qualità di tutor affrontando tutta la patologia neurochirurgica dell’adulto e del bambino. Certificato di Formazione Manageriale rilasciato dalla Regione Liguria nell’aprile 2010 Attualmente è Responsabile del Centro Spina Bifida e Patologie del Midollo Spinale dell’IRCCS Gaslini afferente all’UO di Neurochirurgia. Responsabile gestione clinica e chirurgica U.O Neurochirurgia IRCCS Gaslini a partire dal Novembre 2019 Particolare competenza sulla gestione delle Patologie della giunzione cranio vertebrale in età pediatrica, malformazioni del midollo spinale, tumori del midollo spinale, cranio plastiche, tumori cerebrali, traumatologia cranica e vertebrale. Neurochirurgo referente di AISAC (associazione italiana studio del’acondroplasia) e AIMA CHILD( associazione italiana malformazione di Arnold-Chiari) Attività Chirurgica : 5000 interventi di neurochirurgia pediatrica in prevalenza come primo operatore ma anche in qualità di tutor per i dirigenti medici più giovani e/o specializzandi. 1500 interventi di neurochirurgia generale, adulti. Relatore a congressi nazionali e Internazionali (Recentemente “Invited speaker” John Hopkins University Baltimora –Maryland) Organizza corsi di formazione presso il CISEF ( Centro di Formazione dell’Irccs Gaslini) Docente presso il corso di Laurea in Scienze Infermieristiche dell’Università di Genova Autore di numerose pubblicazioni su riviste nazionali e internazionali censite su PUBMED Membro della Società Italiana di Neurochirurgia Socio Gis/SICV Memberships AO SPINE EUROPE, ISPN,ESPN Ottima conoscenza di tutte le risorse tecnologiche e strumentali in Neurochirurgia"
"4196","Sessa","Maria","","","45709","ASST Ospedale Papa Giovanni XXIII Bergamo, Italy"
"4197","Sicignano","Mirco","","","45710","ASST Ospedale Papa Giovanni XXIII Bergamo, Italy"
"4198","Stoppa","Patrizia Maria Carla","","","45711","Direttore Uoc NPIA Papa Giovanni BG Ha lavorato presso la Neuropsichiatria Infantile di Monza coordinando il territorio Esperienza sui disturbi del neurosviluppo, follow-up altro rischio dei pretermine Professore a contratto Università Bicocca Milano"
"4199","Strazzer","Sandra","","","45712","Neurologist, Head of Brain Injury Unit, Head of Neurorehabilitation Departments - IRCCS E. Medea Associazione La Nostra Famiglia Since 2001 she has been working at the IRCCS E. Medea. She is involved in the care and clinical management and rehabilitation of children and young adults who suffered head injury. As a specialist in rehabilitation, she follows the course from the subacute phase up to family, school or social re-entry. At IRCCS E. Medea, rehabilitation is provided on a need basis, according to the severity and complexity of the clinical picture, and is aimed at helping the patients achieving the highest possible level of recovery, independently of specific interventions. To this end, an early and integrated approach is taken. She is Adjunct Professor of Neurology, Università Statale di Milano, Milan, Italy. Sandra has been the holder of several research grants on acquired brain injury."
"4200","Zucchinali","Claudia","","","45713","ASST Ospedale Papa Giovanni XXIII Bergamo, Italy ESPERIENZA LAVORATIVA Tirocini universitari (infermiera) 2001 ASL di Treviglio Ufficio igiene 2001 Ospedali Riuniti di Bergamo Chirurgia vascolare, Chirurgia 2° - 3° 2002 Centro Don Orione Reparto degenza comatosi 2002 Ospedali Riuniti di Bergamo Medicina sett. F, Ambulatorio Nefrologia (trapianti rene), Ostetricia settore patologico 2003 Ospedali Riuniti di Bergamo Chirurgia Pediatrica, Terapia Intensiva Pediatrica, Traumatologia Esperienze lavorative (infermiera) da gennaio 2004 a tutt’oggi Terapia Intensiva Pediatrica ASST Papa Giovanni XXIII BG 2010 sei mesi presso la Terapia Intensiva Cardiochirurgica ASST Papa Giovanni XXIII BG 2016 un anno presso Ufficio Ricerca, Formazione e sviluppo ASST Papa Giovanni XXIII BG da settembre 2012 configuratore cartella clinica informatizzata area critica Centricity Critical Care 1998 I.P.S.S.C.T. Dal mine Dalmine Qualifica come operatore della gestione aziendale. Votazione 90/100. 2000 I.P.S.S.C.T. Dalmine Dalmine Diploma di tecnico della gestione aziendale con la discussione della tesi “Il lavoro minorile” Votazione 85/100. 2003 Università degli studi di Milano sezione di Bergamo Laurea in infermieristica con la discussione della tesi “Assistenza infermieristica post operatorio nel trapianto di fegato pediatrico” Votazione 103/110. 2011 Università Cattolica del Sacro Cuore sezione di Brescia Master di primo livello in Management per le funzioni di coordinamento delle professioni sanitarie con la discussione della tesi “Mappatura delle competenze del personale infermieristico e riorganizzazione dell'assistenza nell'unità operativa di gastroenterologia e pneumologia del nuovo ospedale di Bergamo” Votazione 50/50 e lode. Attività di docenza Relatrice corso monitoraggio dell’ETCO2 Relatrice corso Fibrobroncoscopia pediatrica Partecipa come esperto a stesura progetto Margherita gruppo GIVITI Ist. Negri"
"4201","Paolo","Alboni","","","45716","Ferrara, IT"
"4202","Marcello","Arca","","","45719","Posizione attuale: Professore Ordinario, Medicina Interna (MED/09) – I° Facoltà di Medicina e Chirurgia Università di Roma La Sapienza Abilitazione Scientifica Nazionale – I Fascia Settore 06/B1 (Medicina Interna) Direttore Master di II Livello in “Ricerca Clinica: metodologia, farmacovigilanza, aspetti legali e regolamentari” della Università di Roma La Sapienza (Codice corso di studio: 27695) Coordinatore Dottorato di Ricerca in Tecnologie Biomediche Innovative in Medicina Clinica (Scuola di Dottorato in Scienze Mediche, Sperimentali e Cliniche) della Università di Roma La Sapienza"
"4203","Athanasios","Benetos","","","45720","Prof. Athanase BENETOS, MD, PhD, President of the European Geriatric Medicine Society (EuGMS) Cardiologist and Geriatrician, Professor of Internal Medicine and Geriatrics, and Chairman of Geriatrics and Clinical Gerontology, at the University of Nancy, France. Senior Researcher at INSERM (National Institute of Biomedical Research) Unit 1116, and Director of the Federation Hospital-University on Cardiac and Arterial Ageing; His research interests include, age-related changes in large arteries and their impact on cognitive decline, role of hypertension on cardiovascular morbidity and mortality in very old frail people, impact of telomere dynamics on the pace of cardiovascular aging. Prof. Benetos is member of several French national and international medical societies and has positions in several international peer- reviewed journals. During the last years he has been the PI in several National and International clinical research programs: PARTAGE, TELARTA, RETREA-FRAIL (ongoing)… Prof. Benetos has authored 369 papers published in peer-reviewed international scientific journals (H index 74) and has participated in several scientific books on the topics of telomeres, hypertension, and the influence of arterial aging on dementia and other age-related diseases. In 2010 he published in French (Ed. Robert Laffont, Paris) the book “ABCDaire du futur Centenaire”. This book has been also translated in 2011 in Greek (Ed. Patakis, Athens). In 2018 he co-edited with Prs R. Fernández-Ballesteros and JM Robine the -“Cambridge Handbook of Successful Aging”. Publisher Cambridge University Press"
"4204","Stefano","Bianchi","","","45722","Chief of Arrhythmias Unit Ospedale Fatebenefratelli Isola Tiberina Rome, Italy Management of atrial fibrillation in the rapidly growing population of older patients involves a comprehensive strategy that includes consideration of their co-morbidities, functional and social status. Activity level and medication tolerance are different in this category of patients and expectations are focused on quality of life and symptom relief. Invasive methods, such as catheter ablation, are the new frontier of treatment for maintaining sinus rhythm in this population with complication rate comparable to younger patients. References: 1. Cappato R, Calkins H, Chen SA, Davies W, Iesaka Y, Kalman J, Kim YH, Klein G, Natale A, Packer D, Skanes A, Ambrogi F, Biganzoli E. Updated worldwide survey on the methods, efficacy, and safety of catheter ablation for human atrial fibrillation. Circ Arrhythm Electrophysiol. 2010;3:32. 2. Metzner I, Wissner E, Tilz RR, Rillig A, Mathew S, Schmidt B, Chun J, Wohlmuth P, Deiss S, Lemes C, Maurer T, Fink T, Heeger C, Ouyang F, Kuck KH, Metzner A. Ablation of atrial fibrillation in patients ≥75 years: longterm clinical outcome and safety. Europace. 2016;18:543-9. 3. Olshansky B, Rosenfeld LE, Warner AL, Solomon AJ, O'Neill G, Sharma A, Platia E, Feld GK, Akiyama T, Brodsky MA, Greene HL; AFFIRM Investigators. The Atrial Fibrillation Follow-up Investigation of Rhythm Management (AFFIRM) study: approaches to control rate in atrial fibrillation. J Am Coll Cardiol. 2004;43:1201-8."
"4205","Mario","Bo","","","45723","HIGHLIGHTS Specialist in Geriatrics and in Cardiology, with a PhD in “Gerontology Research and Geriatric Therapy”, he is the author of 135 scientific papers, with publications in international peer-reviewed journals. He regularly carries out teaching activities at the University of Turin CLINICAL ACTIVITY Associate Professor, Head, Section of Geriatrics, Città della Salute e della Scienza, Molinette Hospital, Torino, Italia. Main activities in the field of geriatrics, cardiology and internal medicine. Member of the Italian Society of Gerontology and Geriatrics (SIGG), Italian Society of Geriatric Cardiology (SICGe) and Italian Group for the Study of Atherosclerosis and Metabolic Diseases RESEARCH ACTIVITY Research activity in the field of geriatrics (focusing on delirium, dementia, sarcopenia, polypharmacy and inappropriate therapy) and cardiology (focusing on atrial fibrillation, syncope, hypertension and aortic stenosis). TEACHING ACTIVITY Professor for the following courses at the University of Turin: Internal Medicine and Geriatrics (School of Medicine), Geriatrics and Internal Medicine (postgraduate specialization school in Nephrology), Geriatrics (postgraduate specialization school in Neurology), Cardiovascular Pathology in the Elderly (postgraduate specialization school in Geriatrics and Gerontology), Health Problems in the Elderly (University School of Nursing)"
"4206","Giuseppe","Boriani","","","45727","Modena, IT"
"4207","Michele","Brignole","","","45728","Specialist in Cardiology, expert in arrhythmias and syncope Highlights Prof Michele Brignole, FESC, is the author of over 350 scientific papers, with publications in numerous prestigious international journals. He is a member of the editorial board of European Heart Journal and Europace and Guest Editor of Circulation. He also served as the chairman of the Guidelines on Syncope of the European Society of Cardiology (versions 2001, 2004, 2018) and chairman of the Guidelines on Cardiac Pacing and Cardiac Resynchronization Therapy of the European Society of Cardiology (version 2013). Clinical Activity Former Director of the Cardiology Department at Ospedali del Tigullio, Lavagna, Italy, is currently the coordinator of the Faint & Fall programme at the IRCCS Istituto Auxologico, Milan, Italy. Research Activity Main fields of research are diagnosis, pathophysiology, therapy of syncope and rhythm disturbances and catheter ablation of arrhythmias. Teaching Activity He regularly carries out teaching activities on “Competence Course on Syncope2 on behalf of GIMSI association"
"4208","Leonardo","Calò","","","45729","Rome, IT"
"4209","Alain","Cribier","","","45732","Rouen, FR"
"4210","Stefano","Fumagalli","","","45735","Highlights After the PhD degree in “Intensive Care in Elderly patients”, he has mainly dedicated his assistance and research activities to the acute care of older patients and to the treatment of atrial fibrillation at advanced age. He is presently a Fellow of the European Heart Rhythm Association and of the European Society of Cardiology. He works as an Associate Professor in the Geriatric Intensive Care Unit and in the Geriatric Arrhythmia Unit of the University of Florence. Clinical activity He works in the Geriatric Intensive Care Unit of the University of Florence, the first founded in Europe to manage old patients with acute myocardial infarction, acute heart failure and complex arrhythmia problems. He is the responsible of the Geriatric Arrhythmia Unit dedicated to the day-hospital treatment of atrial fibrillation and to the assessment of elderly subjects with indication to CRT/ICD implantation. Research activity Present research activities are addressed to atrial fibrillation in elderly patients, with special interest in: the optimization of anticoagulant therapy; the specific effects of rate- and rhythm-control strategies; atrial fibrillation as a marker of a frail condition. He actively studies also the effects of ICD and CRT therapy at advanced ages. Teaching activity He is involved in the postgraduate courses of Cardiology and of Geriatrics of the University of Florence. In the same University, he also teaches Semeiotics and Geriatrics in the School of Medicine, Geriatrics in the School of Nursing, and Internal Medicine in the School for Physical Therapists."
"4211","Anne","Kenny Rose","","","45737","Dublin, IE"
"4212","Manuel","Martínez-Sellés","","","45743","Department of Cardiology, University Hospital Gregorio Marañón, Madrid, Spain. Universidad Europea and Universidad Complutense, Madrid, Spain. Invited professor in Universidad Autónoma del Estado de México and Universidad Cooperativa de Ensino Superior, Politécnico e Universitário, Gandra, Portugal. Professor of Medicine and Head of Section of Cardiology. Past President of the Section on Geriatric Cardiology – Spanish Society of Cardiology and Vice-President of the Ethics Committee of Hospital Gregorio Marañón. Elected President of the Spanish Society of Cardiovascular Infections. Principal Investigator of several Research Projects supported by the Spanish Health Ministry and the Spanish Society of Cardiology and Investigator on three European Union-funded projects. Fourteen national and international awards, more than 300 peer-reviewed publications, including NEJM, Lancet, EHJ, JACC, and Circulation. Editor of five books. Lectures at international meetings in Europe, America, and Japan. Main research interest relates to geriatric cardiology including specific manifestations in the elderly of heart failure and heart transplant, acute coronary syndromes, endocarditis, aortic stenosis, and palliative care in patients with cardiovascular diseases."
"4213","Franz","Messerli","","","45744","New York, NY, US"
"4214","Enrico","Mossello","","","45745","Florence, IT"
"4215","Giuseppe","Palazzo","","","45746","Catania, IT"
"4216","Lorenzo","Palleschi","","","45747","Rome, IT"
"4217","Tatjana","Potpara","","","45749","Birmingham, UK"
"4218","Renzo","Rozzini","","","45750","Brescia, IT"
"4219","Pierluigi","Stefàno","","","45753","Florence, IT"
"4220","Richard","Sutton","","","45754","Richard Sutton graduated from King's College Hospital Medical School in 1964. He has been Consultant Cardiologist at Westminster, Chelsea & Westminster, Royal Brompton and St Mary’s Hospitals 1976-2011. He became Professor of Clinical Cardiology at Imperial College, London 2003; Emeritus Professor 2011; DSc London 1988. He has published >300 peer-reviewed papers dominantly on pacing and syncope. He was Co-Founder (1976) and President of British Heart Rhythm Society (then BPEG) 1990-1995 and European Working Group on Cardiac Pacing 1998-2000 (now EHRA), Editor-in-Chief of Europace 1998-2006, now Founding Editor, and President & Co-Founder of Cardiology Section, Royal Society of Medicine. He became Guest Professor of Cardiology at the University of Lund, Sweden 2019."
"4221","Pierfranco","Terrosu","","","45755","Sassari, IT"
"4222","Roland","Thijs","","","45756","Leiden, NL"
"4223","Massimo","Tritto","","","45757","Director of Electrophysiology and Cardiac Pacing Unit at Humanitas Mater Domini Hospital, Castellanza (VA). HIGHLIGHTS He has a long-term experience in the treatment of complex cardiac arrhythmias with catheter ablation procedures. His electrophysiology research focuses on the mechanisms of cardiac arrhythmias, catheter ablation of complex arrhythmias, and resynchronization therapy. He regularly carries out teaching activities at University of Insubria – Varese and tutoring activities at several italian and international Institutions. CLINICAL ACTIVITY Main activities are related to the diagnosis and treatment of cardiac arrhythmias. They include catheter ablation procedures of atrial fibrillation, atrial flutters, supraventricular tachycardias, and ventricular tachyarrhythmias (in patients with normal or structurally diseased heart). Additional activities include device implantation for bradyarrhythmias (pace-makers), sudden cardiac death prevention (automatic defibrillators), and heart failure treatment (cardiac resynchronization therapy). RESEARCH ACTIVITY Research activity in different fields of cardiac electrophysiology including mechanisms of cardiac arrhythmias, risk stratification in sudden cardiac death, and outcome of catheter ablation procedures. Involved in published or ongoing multicenter studies. Author or co-author of over 60 peer-reviewed publications on indexed scientific journals. Reviewer for several national and international scientific journals. TEACHING ACTIVITY Contract professor and tutor for the Master in Cardiac Electrophysiology and Pacing – University of Insubria Varese. Proctorship and tutoring activities (atrial fibrillation and ventricular tachycardia ablations, transseptal left atrial catheterization, percutaneous epicardial access, CRT implants) at Humanitas Mater Domini Hospital – Castellanza (VA) and other italian or international Institutions. Invited speaker or chairman in several italian or international scientific congresses and courses."
"4224","Marco","Trombetti","","","45758","HIGHLIGHTS Marco is a computer scientist, entrepreneur and investor . He pioneered the use of artificial intelligence working in symbiosis with professional human translators. ENTREPRENEURIAL ACTIVITY Marco co-founded Translated in 1999, one of the first internet translation companies and today, one of the most successful in the world. In 2007, he co-founded Memopal, a cloud storage company that was later acquired by a public company. Through the profits of these ventures he co-founded Pi Campus, a venture capital firm investing in applied artificial intelligence. Pi Campus invested in 44 startups in the last 5 years. Areas of investment ranges from supersonic planes, self-driving cars, robotics and multiple spin-offs from top universities that use AI to improve medicine. PUBLICATIONS The new prince. Why and how to startup , Pi Campus, Rome, 1 July 2018"
"4225","Francesco","Vetta","","","45760","WORK EXPERIENCE from 01/01/2012 to today Director Arrhythmology and U.O.Cardiology Israelitic Hospital in Rome from 01/01/2013 to today Director U.O.Cardiology Israelitic Hospital in Rome from 1998 to today Cardiologist at the Health Service of Vatican State City from 2011 to 2012 Head of the Center for Cardiac Electrostimulation and Electrophysiology Israelitic Hospital in Rome The Year 2010-11 Deputy Director of the U.O.C.Of Cardiology Monterotondo SS Gonfalone Hospital 2009-2011 Head of the U.O.of Arithmology and cardiac Electrostimulation Monterotondo SS Gonfalone Hospital Year 2000-2008 Head of the Centre for Cardiogeriatrics and the Study of Sincope Monterotondo SS Gonfalone Hospital from 2005 to 2011 Consultant Cardiologist for electrostimulation and cardiac electrophysiology Israelitic Hospital in Rome Contract professor in Cardiology at the following universities: “Tor Vergata” University – Rome “UCSC” - Rome “LUMSA” Rome EDUCATION Degree in Medicine and Surgery University of Rome ""La Sapienza"" with honors Specialization in Cardiology University of Rome ""Tor Vergata"" with honors Specialization in Geriatrics University of Rome ""La Sapienza"" with honors Master II level of ""Electrophysiology and cardiac electrostimulation"". Catholic University of Rome Master I level in ""Cardiology for images"". University of Rome ""La Sapienza"" PhD in Cardiovascular and metabolic disease University of Rome ""Tor Vergata"" Francesco Vetta has focused in particular on studies concerning cardiovascular and arrhythmological diseases, especially in geriatric age, with participation in numerous national and international courses and conferences, which has allowed a scientific production quantifiable in about 160 publications in national and international journals, as well as chapters of scientific books and guidelines. He has participated as a speaker at numerous national and international congresses. President of the National Congress of Cardiogeriatry held annually since 2003. Currently is a member of the National Board of the following Scientific Societies: Italian Society of Hospital and Territory Geriatrics (S.I.G.O.T.) Italian Society of GeriatricCardiology (SICGe)"
"4226","Eugeny","Taratukhin","","","",""
"4229","Barbara","Rebesco","","","46348","Genoa, IT"
"4230","Mauricio","Abrao","","","46876","Associate Professor of the Department of Obstetrics and Gynecology, Chair, Endometriosis Division, University of São Paulo Medical School. Chair, Endometriosis Department, Hospital Beneficiencia Portuguesa of Sao Paulo. Secretary Treasurer of AAGL. Editor-in-Chief of Journal of Endometriosis and Pelvic Pain Disorders."
"4231","Paola","Anserini","","","46877","HIGHLIGHT In the past 10 years involved in setting up multidisciplinary and multiregional networks for the clinical management of fertility preservation in cancer patients and protocols to improve availability of reproductive counselling in patients with chronic pathology or genetic trait. PhD in Bioethics. Author of 76 indexed scientific papers. Co-author of the book-chapter “Fertility Preservation in oncological patients” in Guideline of Italian Oncology AIOM CLINICAL ACTIVITY Head of the Unit of Physiopathology of Human Reproduction of the University Hospital Policlinico San Martino of Genoa. Main clinical activities: reproductive consultations and follow up visits for infertile patients and patients who need gonadotoxic therapies, diagnosis and treatment of infertility, Assisted Reproductive Techniques. RESEARCH ACTIVITY Research activity in the field of Infertility diagnosis and treatment, IVF and Fertility Preservation. Involved in researches on non-invasive biomarker to predict developmental potential of human embryos and in gathering data on gynaecological follow up of patients treated with gonadotoxic drugs. More recently research interest in reproductive problems of Multiple Sclerosis patients and impact of new DMT (Disease Modyfing Treatments) on male and female fertility. TEACHING ACTIVITY Since 2003 appointed professor for the course “Assisted Reproductive Techniques” of the Obstetrics and Gynaecology Residency Program of the University of Genoa. Since 2018 appointed professor for the School of Medicine of the University of Genoa. Teaching assignment in the Master in Reproductive Medicine of the University of Urbino."
"4232","Patrizio","Antonazzo","","","46878","Dr Patrizio Antonazzo is the Director of the Obstetrics and Gynecology Unit at the Bufalini Hospital in Cesena. After graduating, he specialized in Gynecology and Obstetrics at the University of Milan, where he obtained a PhD in Fetal Development Sciences, Diagnosis and Fetal Therapy. Its activity is focused on the promotion of maternal and fetal health, with particular attention to safety during childbirth. He is the Author of numerous publications in the pathophysiology of maternal and fetal deseases."
"4233","Pierluigi","Benedetti Panici","","","46879","Specialist in Obstetrics and Gynaecology and Medical Oncology. CLINICAL ACTIVITY Main activities in the field of surgery in gynecologic oncology, involving the diagnosis and treatment of gynaecological malignancies and cancer in young adults. He performed more than 5000 gynecological oncology surgeries of high complexity and more than 8000 gynecology surgeries also in the field of mini invasive surgery. RESEARCH ACTIVITY He is involved in several clinical international multicenter studies of gynecologic cancer. He has published more than 400 articles mainly in the field of gynecologic oncology. TEACHING ACTIVITY Director of the Residency Program in Obstetrics and Gynecology of University of Rome “Sapienza”; member of PhD Program in Oncology at “Sapienza” University; Professor at School of Medicine in “Sapienza” University MAIN SCIENTIFIC AWARDS: President of t he Italian Society of Oncological Gynecology for the years 2002-2004 (SIOG); Member of the Society of Pelvic Surgeons (only 2 Italian and 20 European members); Poster Award-S.G.O.'s, 26th Annual Meeting, The Society of Ginecologic Oncologists, San Francisco, 1995; Visiting Professor at Memorial Sloan Kettering Center Um Sylvester, University of Miami, School of Medicine, 1999; Poster Award- Best Endometriosis Paper- 31th Annual Meeting of the American Association of Gynecological Laparoscopists, Miami, November 2002; ""Kurt Semm Award for Excellence in Laparoscopy"", Best Oral Presentation at the 32nd Annual Meeting of the American Association of Gynecological Laparoscopists, Las Vegas, November 2003; ""Wertheim Award"" for outstanding in Gynecologic Oncology, Austrian Society of Gynecologic, ASGO, Vienna April 2005; Resectoscopic versus bipolar electrode excision of endometrial polyps: A randomized Study. 3rd prize Golden hysteroscope award American Association of Gynecological Laparoscopists AAGL, Chicago, Nov 5th 2005; Histological analysis of endometrioma: what the surgeon need to know. 1st prize Carlo Romanini Award. American Association of Gynecological Laparoscopists, AAGL, Chicago Nov. 5th 200."
"4234","Massimo","Candiani","","","46894","Director - Obstetrics and Gynecology IRCCS San Raffaele Hospital Milan, IT"
"4235","Paolo","Casadio","","","46895","My activity is mainly dedicated to the diagnosis and conservative surgical treatment of major gynecological diseases, with particular regard to the Laparoscopic and Hysteroscopic Surgical techniques. My surgical activity is dedicated to the Early Diagnosis and fertility-sparing surgery in oncological patients. Highly Specialized Medical Director Minimally invasive Gynecological Surgery (Laparoscopy and Hysteroscopy) in Oncological Gynecoology Sant'Orsola – Malpighi Hospital, via Albertoni 15, 40138 Bologna, Italy Highly Specialized functional role in laparoscopic and hysteroscopic surgery in Oncological Gynecology Adjunct Professor at post-graduate Residency Course in Gynecology and Obstetrics Adjunct Professor at Degree Course in Obstetrics: -Minimally invasive surgical procedures -Minimally invasive gynecological surgery -Hysteroscopy -Laparoscopic gynecological oncological surgery -Laparoscopic and Hysteroscopic endoscopy -Oncological gynecological Surgery Alma Mater Studiorum, University of Bologna"
"4236","Vito","Chiantera","","","46896","Professor - Chief of Gynecologic Oncology Unit - University of Palermo Palermo, IT"
"4237","Ettore","Cicinelli","","","46897","Full Professor of Obstetrics and Gynecology - University of Bari Bari, IT"
